Heating Fuel,Measure Values,State,Upgrade Package Assignment,Measure Names
Electricity,75184.18358,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,37155.25211,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Electricity,83690.76182,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,54219.64278,CO,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,42264.44397,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,32725.36313,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,29670.53448,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,59939.05858,CO,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,49107.65646,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,42071.63662,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,35718.62086,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,57337.54358,CO,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,58961.39301,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,32777.60197,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Propane,108966.3488,CO,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Propane,61461.57415,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Propane,73284.36383,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Propane,103110.7257,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Propane,82145.20254,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Propane,29763.69114,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Electricity,61196.26644,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,71462.93451,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Electricity,33951.76513,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,41591.35929,CO,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,42189.29552,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,28532.6446,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,30858.41315,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,33030.9698,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Propane,52310.80526,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,118697.2536,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,62034.83655,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Electricity,47834.26157,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,54969.10776,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,43117.31157,CO,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,28577.89727,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,24408.13697,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,48336.78649,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,40483.17714,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,35540.52909,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,20725.38763,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Propane,92656.40705,CO,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Propane,94170.22751,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Propane,52473.38232,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Propane,51589.35223,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Electricity,53726.45755,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,44871.14245,CO,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,35857.50867,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Propane,42395.23872,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,40700.35188,CO,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,46172.10616,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Electricity,98194.25915,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Electricity,24664.80509,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,49452.09669,CO,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,46679.46362,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,27582.00144,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,32196.99666,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,39018.87313,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,48539.33546,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,71043.16804,CO,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,41866.39727,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,25258.63324,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,34912.04514,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,35948.9349,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,47534.63456,CO,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Electricity,46813.99007,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Electricity,35758.88755,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,37868.59082,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Electricity,82386.06994,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Electricity,53752.12691,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,36181.66984,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,45490.21785,CO,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,38950.47577,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,29126.83261,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,27832.11366,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,46653.52957,CO,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,61672.35491,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,27635.91268,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,26773.06655,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Electricity,60519.34623,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Electricity,36598.97415,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,37403.028,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Electricity,68464.14656,CO,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Electricity,45125.9327,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,46468.32794,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,82848.22315,CO,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,37283.69277,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,29771.38453,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,21639.74161,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,65254.34653,CO,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,32193.94154,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,23726.73579,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,33803.33375,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,49752.54927,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,38676.77465,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,38957.61862,CO,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,41072.90955,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,30405.2582,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,33584.10126,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,33126.44385,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Electricity,47291.81732,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Electricity,84567.97508,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,53475.77836,CO,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,38626.42517,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,42714.39267,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Electricity,37246.51451,CO,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Electricity,51834.25816,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Electricity,31355.26114,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,28204.48852,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Electricity,71767.7769,CO,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Electricity,65050.51272,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Electricity,38683.23847,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,41400.3703,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,43632.04365,CO,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,40490.52331,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,29751.85084,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,28822.60625,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,56795.07428,CO,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,43700.57327,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,34051.67404,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,30907.27668,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Electricity,67266.05594,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Electricity,72064.81585,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,34908.88637,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Electricity,32153.32944,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,39879.26004,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,25781.18308,CO,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,39822.22696,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,32216.90445,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,27954.0267,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,44004.08734,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,38775.914,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,37556.73121,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,36512.40245,CO,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,29245.0565,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,24503.44536,CO,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Electricity,46302.2227,CO,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,32150.29549,CO,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
